Context,Word,Probability
Nase im Spiegel und sagte  Du bist [MASK],ich,0.0010790751548483968
im Spiegel und sagte  Du bist ich [MASK],,4.3478871702973265e-07
Spiegel und sagte  Du bist ich  [MASK],Als,4.538016582955606e-06
und sagte  Du bist ich  Als [MASK],sie,0.0001620406546862796
sagte  Du bist ich  Als sie [MASK],keine,5.6241271522594616e-05
 Du bist ich  Als sie keine [MASK],Antwort,0.006627119146287441
Du bist ich  Als sie keine Antwort [MASK],bekam,0.01980496756732464
bist ich  Als sie keine Antwort bekam [MASK],,4.816700425180898e-07
ich  Als sie keine Antwort bekam  [MASK],stellte,2.7615544695436256e-06
 Als sie keine Antwort bekam  stellte [MASK],sie,0.011059846729040146
Als sie keine Antwort bekam  stellte sie [MASK],den,0.0011048169108107686
sie keine Antwort bekam  stellte sie den [MASK],Satz,0.011373363435268402
keine Antwort bekam  stellte sie den Satz [MASK],auf,0.013946360908448696
Antwort bekam  stellte sie den Satz auf [MASK],den,0.00030833552591502666
bekam  stellte sie den Satz auf den [MASK],Kopf,0.02150212787091732
 stellte sie den Satz auf den Kopf [MASK],und,0.0011078298557549715
stellte sie den Satz auf den Kopf und [MASK],sagte,0.0126822954043746
sie den Satz auf den Kopf und sagte [MASK],,1.883611844277766e-07
den Satz auf den Kopf und sagte  [MASK],Ich,3.6962501326343045e-06
Satz auf den Kopf und sagte  Ich [MASK],bin,0.034790102392435074
auf den Kopf und sagte  Ich bin [MASK],du,0.00021350236784201115
den Kopf und sagte  Ich bin du [MASK],,9.643339637932513e-08
Kopf und sagte  Ich bin du  [MASK],Sofie,4.919080254239816e-08
und sagte  Ich bin du  Sofie [MASK],Amundsen,1.1538772923813667e-06
sagte  Ich bin du  Sofie Amundsen [MASK],war,8.96304027264705e-06
 Ich bin du  Sofie Amundsen war [MASK],mit,9.253273310605437e-05
Ich bin du  Sofie Amundsen war mit [MASK],ihrem,0.0007221066625788808
bin du  Sofie Amundsen war mit ihrem [MASK],Aussehen,0.0009673716267570853
du  Sofie Amundsen war mit ihrem Aussehen [MASK],nie,0.00042182934703305364
